CustomerID,Province,Area,Phone,Multiple Lines,Combi Contract,Internet Speed,TV Subscription,Tenure,Monthly Charges,Total Charges,Payment Method,Extended Security,CustServ Calls,Churn
1292,LB,South,045-3556422,no,no,250,Basic,22,53.5,1177,Direct Debit,no,0,False.
1945,NH,Center,030-3363819,no,yes,50,Basic,60,53.5,3210,Direct Debit,no,14,True.
3044,ZL,South,045-3443160,yes,yes,500,Extra,11,68,748,Direct Debit,yes,12,True.
3141,ZL,South,045-3688555,no,no,250,Basic,18,53.5,963,Direct Debit,no,2,False.
0968,GR,North,050-3312144,no,yes,50,Basic,8,53.5,428,Direct Debit,no,1,False.
0021,DR,North,050-3378950,no,no,250,Basic,4,53.5,214,Direct Debit,no,3,False.
0682,GD,Center,030-3333460,no,no,1000,Super,22,88.5,1947,iDeal,yes,5,False.
1478,LB,South,045-3979251,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,2,False.
0013,DR,North,050-3342800,no,yes,1000,Super,39,88.5,3451.5,iDeal,yes,0,False.
3189,ZL,South,045-3824657,no,yes,1000,Super,56,88.5,4956,iDeal,yes,1,False.
1232,LB,South,045-3432465,no,yes,50,Basic,1,53.5,53.5,Direct Debit,no,0,False.
1389,LB,South,045-3803186,no,no,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
0155,DR,North,050-4002181,yes,yes,250,Basic,8,53.5,428,Direct Debit,no,12,True.
0242,FL,Center,030-3408245,no,yes,50,Basic,9,53.5,481.5,Direct Debit,no,4,False.
0288,FL,Center,030-3553801,no,yes,500,Extra,4,68,272,Direct Debit,yes,11,True.
1029,GR,North,050-3552909,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,1,False.
1923,NH,Center,030-3294391,no,no,50,Basic,5,53.5,267.5,Direct Debit,no,1,False.
0902,GD,Center,030-4031128,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,3,False.
1761,NB,South,045-3803161,no,no,1000,Super,56,88.5,4956,iDeal,yes,2,False.
0830,GD,Center,030-3814029,no,yes,250,Basic,8,53.5,428,Direct Debit,no,14,True.
2162,NH,Center,030-4156127,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
1181,LB,South,045-3334594,no,yes,500,Extra,13,68,884,Direct Debit,yes,11,True.
1513,LB,South,045-4039417,no,no,250,Basic,4,53.5,214,Direct Debit,no,1,False.
2241,OV,Center,030-3514616,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,1,False.
2132,NH,Center,030-4058867,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
1239,LB,South,045-3449966,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,1,False.
1101,GR,North,050-3936475,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
2868,ZH,Center,030-3855722,no,no,250,Basic,2,53.5,107,Direct Debit,no,2,False.
2443,UT,Center,030-3329896,no,no,1000,Super,11,88.5,973.5,iDeal,yes,0,False.
1269,LB,South,045-3509318,no,no,1000,Super,17,88.5,1504.5,iDeal,yes,0,False.
0454,FL,Center,030-4161845,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1980,NH,Center,030-3487224,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
2060,NH,Center,030-3805102,no,no,500,Extra,4,68,272,Direct Debit,yes,2,False.
0473,FR,North,050-3286011,no,yes,500,Extra,11,68,748,Direct Debit,yes,11,True.
3188,ZL,South,045-3822453,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
0932,GD,Center,030-4116294,no,no,250,Basic,22,53.5,1177,Direct Debit,no,3,False.
2066,NH,Center,030-3822026,no,no,500,Extra,22,68,1496,Direct Debit,yes,5,False.
0458,FL,Center,030-4171477,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
3255,ZL,South,045-3997865,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
3142,ZL,South,045-3688835,no,no,250,Basic,8,53.5,428,Direct Debit,no,1,False.
1602,NB,South,045-3284231,no,yes,500,Extra,1,68,68,Direct Debit,yes,2,False.
0103,DR,North,050-3746217,no,no,500,Extra,9,68,612,Direct Debit,yes,0,False.
1594,LB,South,045-4196564,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
1429,LB,South,045-3874064,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,0,False.
2055,NH,Center,030-3775417,no,no,500,Extra,18,68,1224,Direct Debit,yes,2,False.
1313,LB,South,045-3595893,no,no,250,Basic,4,53.5,214,Direct Debit,no,1,False.
1807,NB,South,045-3932524,no,no,50,Basic,2,53.5,107,Direct Debit,no,2,False.
0094,DR,North,050-3698871,no,no,500,Extra,2,68,136,Direct Debit,yes,2,False.
2910,ZH,Center,030-3976064,no,yes,250,Basic,8,53.5,428,Direct Debit,no,2,False.
1400,LB,South,045-3815273,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,3,False.
2831,ZH,Center,030-3728048,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
3016,ZL,South,045-3367600,no,no,500,Extra,4,68,272,Direct Debit,yes,1,False.
1435,LB,South,045-3886441,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
0337,FL,Center,030-3745530,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
1966,NH,Center,030-3455089,no,no,1000,Super,4,88.5,354,iDeal,yes,3,False.
3226,ZL,South,045-3917982,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
0564,FR,North,050-3675923,no,no,1000,Super,1,88.5,88.5,iDeal,yes,2,False.
2243,OV,Center,030-3529836,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,0,False.
3196,ZL,South,045-3839355,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
2838,ZH,Center,030-3758596,yes,no,250,Basic,4,53.5,214,Direct Debit,no,3,False.
3227,ZL,South,045-3918554,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
0597,FR,North,050-3834802,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
1822,NB,South,045-3973943,no,no,50,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
2091,NH,Center,030-3916709,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
0976,GR,North,050-3345029,no,yes,50,Basic,8,53.5,428,Direct Debit,no,11,True.
0737,GD,Center,030-3528508,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
2050,NH,Center,030-3768573,yes,yes,500,Extra,56,68,3808,Direct Debit,yes,12,True.
1811,NB,South,045-3939985,no,no,50,Basic,11,53.5,588.5,Direct Debit,no,1,False.
2261,OV,Center,030-3593833,no,yes,1000,Super,15,88.5,1327.5,iDeal,yes,1,False.
2395,OV,Center,030-4107553,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
0919,GD,Center,030-4082002,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
1417,LB,South,045-3851830,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,1,False.
2700,ZH,Center,030-3344678,no,yes,1000,Super,8,88.5,708,iDeal,yes,0,False.
2559,UT,Center,030-3777561,no,no,500,Extra,31,68,2108,Direct Debit,yes,1,False.
0405,FL,Center,030-3969279,no,yes,250,Basic,4,53.5,214,Direct Debit,no,2,False.
1994,NH,Center,030-3537292,yes,yes,250,Basic,11,53.5,588.5,Direct Debit,yes,14,True.
3136,ZL,South,045-3676005,no,no,250,Basic,4,53.5,214,Direct Debit,no,2,False.
3031,ZL,South,045-3409803,no,no,500,Extra,13,68,884,Direct Debit,yes,0,False.
0009,DR,North,050-3323544,no,yes,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
1428,LB,South,045-3872919,yes,no,250,Basic,56,53.5,2996,Direct Debit,no,3,False.
3152,ZL,South,045-3708262,no,yes,250,Basic,2,53.5,107,Direct Debit,no,0,False.
2428,UT,Center,030-3293222,no,yes,1000,Super,30,88.5,2655,iDeal,yes,3,False.
3213,ZL,South,045-3867976,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,0,False.
3065,ZL,South,045-3494396,no,no,500,Extra,13,68,884,Direct Debit,yes,2,False.
1234,LB,South,045-3441136,yes,yes,50,Basic,5,53.5,267.5,Direct Debit,no,12,True.
2144,NH,Center,030-4092983,no,yes,250,Basic,18,53.5,963,Direct Debit,no,12,True.
2188,OV,Center,030-3325949,no,yes,500,Extra,35,68,2380,Direct Debit,yes,12,True.
3029,ZL,South,045-3403500,no,no,500,Extra,22,68,1496,Direct Debit,yes,3,False.
2205,OV,Center,030-3388478,no,no,500,Extra,5,68,340,Direct Debit,yes,3,False.
0982,GR,North,050-3361574,no,no,50,Basic,22,53.5,1177,Direct Debit,no,0,False.
1805,NB,South,045-3925296,no,no,50,Basic,9,53.5,481.5,Direct Debit,no,3,False.
1049,GR,North,050-3653493,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
1716,NB,South,045-3671062,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
0858,GD,Center,030-3889653,no,no,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
1882,NB,South,045-4132241,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,10,True.
1903,NB,South,045-4194894,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
3122,ZL,South,045-3644927,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,0,False.
1889,NB,South,045-4153537,no,yes,250,Basic,8,53.5,428,Manual Transfer,no,14,True.
0674,GD,Center,030-3298788,no,no,1000,Super,60,88.5,5310,iDeal,yes,0,False.
0234,FL,Center,030-3379878,no,yes,50,Basic,1,53.5,53.5,Direct Debit,no,2,False.
0500,FR,North,050-3391405,no,no,500,Extra,2,68,136,Direct Debit,yes,4,False.
1877,NB,South,045-4111261,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
1739,NB,South,045-3737308,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
0339,FL,Center,030-3755562,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
2981,ZL,South,045-3279289,no,yes,50,Basic,1,53.5,53.5,Direct Debit,no,1,False.
2028,NH,Center,030-3665640,no,no,250,Basic,22,53.5,1177,Direct Debit,no,2,False.
2549,UT,Center,030-3729091,no,no,500,Extra,13,68,884,Direct Debit,yes,1,False.
1222,LB,South,045-3413663,no,yes,50,Basic,13,53.5,695.5,Direct Debit,no,2,False.
2152,NH,Center,030-4132201,no,no,250,Basic,4,53.5,214,Direct Debit,no,1,False.
2354,OV,Center,030-3974304,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
2471,UT,Center,030-3434516,no,no,50,Basic,22,53.5,1177,Direct Debit,no,1,False.
0135,DR,North,050-3915516,no,no,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
2116,NH,Center,030-4029558,no,no,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
0855,GD,Center,030-3881250,no,no,250,Basic,56,53.5,2996,Direct Debit,no,1,False.
2257,OV,Center,030-3581921,no,no,1000,Super,2,88.5,177,iDeal,yes,0,False.
0233,FL,Center,030-3378078,no,no,50,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
0362,FL,Center,030-3825743,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,0,False.
0945,GD,Center,030-4167393,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,3,False.
0453,FL,Center,030-4158448,yes,yes,250,Basic,1,53.5,53.5,Direct Debit,no,12,True.
1764,NB,South,045-3815878,yes,no,1000,Super,22,88.5,1947,iDeal,yes,2,False.
3279,ZL,South,045-4071896,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
1519,LB,South,045-4048765,no,no,250,Basic,4,53.5,214,Direct Debit,no,3,False.
2542,UT,Center,030-3708379,no,no,500,Extra,22,68,1496,Direct Debit,yes,4,False.
2462,UT,Center,030-3396968,no,no,50,Basic,2,53.5,107,Direct Debit,no,0,False.
0965,GR,North,050-3301835,no,no,50,Basic,31,53.5,1658.5,Direct Debit,no,2,False.
3102,ZL,South,045-3597562,yes,no,250,Basic,5,53.5,267.5,Direct Debit,no,1,False.
2057,NH,Center,030-3784145,no,yes,500,Extra,9,68,612,Direct Debit,yes,2,False.
3270,ZL,South,045-4045840,no,yes,250,Basic,5,53.5,267.5,Direct Debit,yes,14,True.
0867,GD,Center,030-3921734,no,yes,250,Basic,2,53.5,107,Direct Debit,no,3,False.
0770,GD,Center,030-3607079,no,no,500,Extra,26,68,1768,Direct Debit,yes,2,False.
1338,LB,South,045-3654387,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
2618,UT,Center,030-4044421,no,no,250,Basic,56,53.5,2996,Direct Debit,no,2,False.
2192,OV,Center,030-3338822,no,yes,500,Extra,11,68,748,Direct Debit,yes,8,False.
2752,ZH,Center,030-3486720,no,yes,250,Basic,18,53.5,963,Direct Debit,no,14,True.
0583,FR,North,050-3781144,no,no,1000,Super,4,88.5,354,iDeal,yes,3,False.
0806,GD,Center,030-3719457,yes,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,11,True.
1856,NB,South,045-4055403,yes,yes,250,Basic,18,53.5,963,Direct Debit,no,10,True.
2572,UT,Center,030-3852699,no,yes,500,Extra,31,68,2108,Direct Debit,yes,1,False.
1500,LB,South,045-4021556,no,no,250,Basic,8,53.5,428,Direct Debit,no,1,False.
1010,GR,North,050-3483338,no,no,500,Extra,9,68,612,Direct Debit,yes,3,False.
0344,FL,Center,030-3764861,no,no,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
1888,NB,South,045-4147446,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,0,False.
2255,OV,Center,030-3574936,no,yes,1000,Super,2,88.5,177,iDeal,yes,2,False.
1760,NB,South,045-3799859,no,no,1000,Super,22,88.5,1947,iDeal,yes,2,False.
2299,OV,Center,030-3755439,no,yes,50,Basic,9,53.5,481.5,Direct Debit,no,0,False.
3094,ZL,South,045-3572429,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,2,False.
0539,FR,North,050-3554143,no,no,50,Basic,5,53.5,267.5,Direct Debit,no,1,False.
1466,LB,South,045-3953026,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,12,True.
0350,FL,Center,030-3784294,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,3,False.
2442,UT,Center,030-3328764,no,no,1000,Super,17,88.5,1504.5,iDeal,yes,3,False.
2512,UT,Center,030-3603525,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,3,False.
1136,GR,North,050-4088910,no,no,250,Basic,60,53.5,3210,Direct Debit,no,5,False.
1710,NB,South,045-3648981,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,1,False.
2576,UT,Center,030-3862759,no,no,500,Extra,11,68,748,Direct Debit,yes,2,False.
0046,DR,North,050-3461629,yes,yes,50,Basic,31,53.5,1658.5,Direct Debit,no,10,True.
2602,UT,Center,030-3962187,no,yes,250,Basic,13,53.5,695.5,Direct Debit,no,2,False.
2474,UT,Center,030-3445206,no,no,50,Basic,60,53.5,3210,Direct Debit,no,3,False.
1164,LB,South,045-3295114,no,no,500,Extra,13,68,884,Direct Debit,no,2,False.
2515,UT,Center,030-3616814,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
2680,UT,Center,030-4224956,no,yes,250,Basic,18,53.5,963,Direct Debit,no,0,False.
1368,LB,South,045-3749203,no,yes,250,Basic,5,53.5,267.5,Direct Debit,no,13,True.
0620,FR,North,050-3943791,no,no,250,Basic,60,53.5,3210,Direct Debit,no,1,False.
2072,NH,Center,030-3843101,no,no,500,Extra,56,68,3808,Direct Debit,yes,1,False.
2240,OV,Center,030-3502565,no,no,250,Basic,60,53.5,3210,Direct Debit,no,2,False.
0671,GD,Center,030-3287209,no,yes,1000,Super,2,88.5,177,iDeal,yes,1,False.
0122,DR,North,050-3829447,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
2603,UT,Center,030-3969656,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
1099,GR,North,050-3917661,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,3,False.
3276,ZL,South,045-4057542,no,no,250,Basic,18,53.5,963,Manual Transfer,no,2,False.
1705,NB,South,045-3631208,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,3,False.
2860,ZH,Center,030-3834061,yes,yes,250,Basic,31,53.5,1658.5,Direct Debit,no,10,True.
0669,GD,Center,030-3276087,no,no,1000,Super,22,88.5,1947,iDeal,yes,3,False.
1055,GR,North,050-3692899,no,no,250,Basic,22,53.5,1177,Direct Debit,no,0,False.
2799,ZH,Center,030-3629411,no,no,500,Extra,11,68,748,Direct Debit,yes,2,False.
3185,ZL,South,045-3809990,no,no,250,Basic,26,53.5,1391,Direct Debit,no,2,False.
3035,ZL,South,045-3421702,no,no,500,Extra,22,68,1496,Manual Transfer,yes,0,False.
3171,ZL,South,045-3765375,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
0081,DR,North,050-3656022,no,no,500,Extra,35,68,2380,Direct Debit,yes,2,False.
2209,OV,Center,030-3404028,no,no,500,Extra,11,68,748,Direct Debit,yes,1,False.
0498,FR,North,050-3373868,no,no,1000,Super,1,88.5,88.5,iDeal,yes,1,False.
0697,GD,Center,030-3372986,no,no,250,Basic,18,53.5,963,Direct Debit,no,1,False.
1678,NB,South,045-3548491,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
1969,NH,Center,030-3462347,no,no,1000,Super,5,88.5,442.5,iDeal,yes,1,False.
2739,ZH,Center,030-3449620,no,yes,250,Basic,4,53.5,214,Direct Debit,no,1,False.
3319,ZL,South,045-4177736,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
1912,NB,South,045-4217205,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,3,False.
2634,UT,Center,030-4084865,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,1,False.
3154,ZL,South,045-3716990,no,no,250,Basic,4,53.5,214,Direct Debit,no,3,False.
2130,NH,Center,030-4056398,yes,yes,250,Basic,4,53.5,214,Direct Debit,no,1,False.
0929,GD,Center,030-4112284,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
0183,DR,North,050-4149717,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,0,False.
2760,ZH,Center,030-3519604,no,yes,500,Extra,4,68,272,Direct Debit,yes,2,False.
0793,GD,Center,030-3678924,no,no,500,Extra,2,68,136,Direct Debit,yes,1,False.
0655,FR,North,050-4168701,no,yes,250,Basic,13,53.5,695.5,Direct Debit,no,15,True.
0398,FL,Center,030-3944548,no,no,250,Basic,4,53.5,214,Direct Debit,no,0,False.
1359,LB,South,045-3724722,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,2,False.
1097,GR,North,050-3898417,no,yes,1000,Super,13,88.5,1150.5,iDeal,yes,14,True.
0271,FL,Center,030-3512587,no,no,500,Extra,13,68,884,Direct Debit,yes,0,False.
1633,NB,South,045-3408177,no,no,500,Extra,1,68,68,Direct Debit,yes,3,False.
1766,NB,South,045-3824872,no,no,1000,Super,31,88.5,2743.5,iDeal,yes,0,False.
0662,FR,North,050-4194310,no,yes,250,Basic,4,53.5,214,Direct Debit,no,1,False.
2069,NH,Center,030-3834641,no,yes,500,Extra,37,68,2516,Direct Debit,yes,1,False.
1913,NB,South,045-4218537,yes,yes,250,Basic,22,53.5,1177,Direct Debit,no,10,True.
1504,LB,South,045-4029980,yes,no,250,Basic,8,53.5,428,Direct Debit,no,2,False.
0499,FR,North,050-3377377,no,yes,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
1840,NB,South,045-4017803,no,no,250,Basic,4,53.5,214,Direct Debit,no,1,False.
0496,FR,North,050-3357257,no,yes,500,Extra,35,68,2380,Direct Debit,no,2,False.
3242,ZL,South,045-3945489,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,12,True.
2617,UT,Center,030-4017654,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
0467,FL,Center,030-4202796,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
3157,ZL,South,045-3721534,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,2,False.
1988,NH,Center,030-3525750,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,3,False.
2644,UT,Center,030-4116823,yes,yes,250,Basic,2,53.5,107,Direct Debit,no,12,True.
1373,LB,South,045-3765201,no,no,250,Basic,18,53.5,963,Direct Debit,no,0,False.
0397,FL,Center,030-3935802,no,no,250,Basic,31,53.5,1658.5,Direct Debit,no,2,False.
2031,NH,Center,030-3687555,yes,yes,250,Basic,13,53.5,695.5,Direct Debit,no,11,True.
3176,ZL,South,045-3788342,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,5,False.
0609,FR,North,050-3916558,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
0656,FR,North,050-4172774,no,no,250,Basic,22,53.5,1177,Direct Debit,no,1,False.
2420,OV,Center,030-4208242,no,yes,250,Basic,2,53.5,107,Direct Debit,no,3,False.
0238,FL,Center,030-3389171,no,no,50,Basic,4,53.5,214,Direct Debit,no,3,False.
0788,GD,Center,030-3672598,no,no,500,Extra,22,68,1496,Direct Debit,yes,1,False.
1808,NB,South,045-3935897,no,no,50,Basic,18,53.5,963,Direct Debit,no,0,False.
1353,LB,South,045-3707546,no,no,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
0139,DR,North,050-3948861,no,no,250,Basic,35,53.5,1872.5,Direct Debit,no,0,False.
1785,NB,South,045-3876912,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,1,False.
3243,ZL,South,045-3949121,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,1,False.
2649,UT,Center,030-4141537,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,0,False.
3123,ZL,South,045-3649040,yes,yes,250,Basic,1,53.5,53.5,Direct Debit,no,11,True.
1176,LB,South,045-3322650,no,yes,500,Extra,56,68,3808,Direct Debit,yes,14,True.
0240,FL,Center,030-3403409,no,yes,50,Basic,60,53.5,3210,Direct Debit,no,0,False.
1484,LB,South,045-3988745,no,yes,250,Basic,9,53.5,481.5,Direct Debit,yes,12,True.
1248,LB,South,045-3459690,no,no,500,Extra,5,68,340,Direct Debit,yes,2,False.
2522,UT,Center,030-3631366,no,yes,250,Basic,8,53.5,428,Direct Debit,no,1,False.
1732,NB,South,045-3719414,no,no,250,Basic,4,53.5,214,Direct Debit,no,6,False.
1532,LB,South,045-4075774,no,yes,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
0381,FL,Center,030-3894602,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
0579,FR,North,050-3764519,no,no,250,Basic,1,53.5,53.5,Direct Debit,no,2,False.
1987,NH,Center,030-3512815,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,12,True.
2565,UT,Center,030-3799524,no,yes,500,Extra,19,68,1292,Direct Debit,yes,14,True.
0326,FL,Center,030-3704139,no,yes,250,Basic,18,53.5,963,Direct Debit,no,1,False.
2219,OV,Center,030-3439946,no,no,500,Extra,31,68,2108,Direct Debit,yes,1,False.
1220,LB,South,045-3409449,yes,no,50,Basic,26,53.5,1391,Direct Debit,no,4,False.
0328,FL,Center,030-3712155,no,no,250,Basic,19,53.5,1016.5,Direct Debit,no,0,False.
1774,NB,South,045-3839448,no,no,1000,Super,18,88.5,1593,iDeal,yes,2,False.
0810,GD,Center,030-3736784,no,no,250,Basic,22,53.5,1177,Direct Debit,no,4,False.
0325,FL,Center,030-3693626,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,12,True.
0486,FR,North,050-3323693,no,no,1000,Super,37,88.5,3274.5,iDeal,yes,3,False.
0377,FL,Center,030-3873422,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
3203,ZL,South,045-3851464,no,yes,250,Basic,4,53.5,214,Direct Debit,no,5,False.
1065,GR,North,050-3741836,no,yes,1000,Super,4,88.5,354,iDeal,yes,1,False.
0970,GR,North,050-3319293,no,no,50,Basic,4,53.5,214,Direct Debit,no,0,False.
1776,NB,South,045-3851118,yes,yes,1000,Super,9,88.5,796.5,iDeal,yes,10,True.
0962,GR,North,050-3282647,no,no,50,Basic,19,53.5,1016.5,Direct Debit,no,3,False.
3021,ZL,South,045-3379326,no,no,500,Extra,31,68,2108,Direct Debit,yes,0,False.
1273,LB,South,045-3515576,no,no,1000,Super,56,88.5,4956,iDeal,yes,2,False.
1623,NB,South,045-3373769,no,no,500,Extra,4,68,272,Direct Debit,yes,0,False.
3294,ZL,South,045-4114582,no,no,250,Basic,18,53.5,963,Direct Debit,no,3,False.
0923,GD,Center,030-4099885,no,yes,250,Basic,11,53.5,588.5,Direct Debit,no,1,False.
0841,GD,Center,030-3836095,no,yes,250,Basic,56,53.5,2996,Direct Debit,no,5,True.
3277,ZL,South,045-4064158,no,no,250,Basic,11,53.5,588.5,Direct Debit,no,2,False.
2916,ZH,Center,030-3991021,no,yes,250,Basic,18,53.5,963,Direct Debit,no,1,False.
0557,FR,North,050-3658831,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,4,False.
1263,LB,South,045-3493843,yes,yes,1000,Super,9,88.5,796.5,iDeal,yes,3,False.
0699,GD,Center,030-3377879,no,yes,250,Basic,13,53.5,695.5,Direct Debit,no,1,False.
2016,NH,Center,030-3617283,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,11,True.
0149,DR,North,050-3984538,no,no,250,Basic,8,53.5,428,Direct Debit,no,1,False.
0569,FR,North,050-3705001,no,no,250,Basic,2,53.5,107,Direct Debit,no,1,False.
2757,ZH,Center,030-3511894,no,yes,500,Extra,22,68,1496,Direct Debit,yes,2,False.
3220,ZL,South,045-3897012,no,no,250,Basic,2,53.5,107,Direct Debit,no,2,False.
0703,GD,Center,030-3398132,no,no,50,Basic,9,53.5,481.5,Direct Debit,no,1,False.
3302,ZL,South,045-4134831,no,no,1000,Super,24,88.5,2124,iDeal,yes,0,False.
0649,FR,North,050-4109477,no,no,250,Basic,37,53.5,1979.5,Direct Debit,no,0,False.
0332,FL,Center,030-3729976,no,no,250,Basic,9,53.5,481.5,Direct Debit,no,3,False.
0675,GD,Center,030-3299001,yes,no,1000,Super,18,88.5,1593,iDeal,yes,0,False.
0375,FL,Center,030-3862317,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,0,False.
3223,ZL,South,045-3907434,no,yes,250,Basic,9,53.5,481.5,Direct Debit,no,1,False.
1480,LB,South,045-3981959,no,no,250,Basic,2,53.5,107,Direct Debit,no,1,False.
3239,ZL,South,045-3934621,no,no,250,Basic,5,53.5,267.5,Direct Debit,no,5,False.
1180,LB,South,045-3334154,no,no,500,Extra,31,68,2108,Direct Debit,yes,0,False.
0265,FL,Center,030-3491756,no,no,250,Basic,22,53.5,1177,Direct Debit,no,0,False.
0114,DR,North,050-3804080,yes,yes,250,Basic,5,53.5,267.5,Direct Debit,yes,10,True.
1842,NB,South,045-4021607,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
2610,UT,Center,030-4001280,no,yes,250,Basic,26,53.5,1391,Direct Debit,no,1,False.
0513,FR,North,050-3463445,no,yes,500,Extra,56,68,3808,Direct Debit,yes,2,False.
0828,GD,Center,030-3807624,no,yes,250,Basic,19,53.5,1016.5,Direct Debit,no,2,False.
1604,NB,South,045-3296731,no,yes,500,Extra,13,68,884,Direct Debit,yes,14,True.
1880,NB,South,045-4128769,no,no,250,Basic,13,53.5,695.5,Direct Debit,no,0,False.
2722,ZH,Center,030-3399631,no,yes,50,Basic,22,53.5,1177,Direct Debit,no,1,False.
